ItemId,StartYear,EndYear,Dimension,Value,WeightMultiplier
boxing,1990,,Sex,Male,1.25
boxing,1990,,Sex,Female,0.90
rowing,1800,1899,Sex,Male,1.50
rowing,1800,1899,Sex,Female,0.75
rowing,1900,1945,Sex,Male,1.40
rowing,1900,1945,Sex,Female,0.80
rowing,1946,1989,Sex,Male,1.25
rowing,1946,1989,Sex,Female,0.90
rowing,1990,,Sex,Male,1.10
rowing,1990,,Sex,Female,0.95
mountaineering,1850,1899,Sex,Male,1.50
mountaineering,1850,1899,Sex,Female,0.75
mountaineering,1900,1945,Sex,Male,1.40
mountaineering,1900,1945,Sex,Female,0.80
mountaineering,1946,1989,Sex,Male,1.25
mountaineering,1946,1989,Sex,Female,0.90
mountaineering,1990,,Sex,Male,1.10
mountaineering,1990,,Sex,Female,0.95
football,1890,1899,Sex,Male,2.30
football,1890,1899,Sex,Female,0.40
football,1900,1945,Sex,Male,2.00
football,1900,1945,Sex,Female,0.50
football,1946,1989,Sex,Male,1.60
football,1946,1989,Sex,Female,0.70
football,1990,,Sex,Male,1.25
football,1990,,Sex,Female,0.90
model_building,1900,1945,Sex,Male,1.40
model_building,1900,1945,Sex,Female,0.80
model_building,1946,1989,Sex,Male,1.25
model_building,1946,1989,Sex,Female,0.90
model_building,1990,,Sex,Male,1.10
model_building,1990,,Sex,Female,0.95
motoring,1905,1945,Sex,Male,2.00
motoring,1905,1945,Sex,Female,0.50
motoring,1946,1989,Sex,Male,1.60
motoring,1946,1989,Sex,Female,0.70
motoring,1990,,Sex,Male,1.25
motoring,1990,,Sex,Female,0.90
amateur_radio,1930,1945,Sex,Male,1.40
amateur_radio,1930,1945,Sex,Female,0.80
amateur_radio,1946,1989,Sex,Male,1.25
amateur_radio,1946,1989,Sex,Female,0.90
amateur_radio,1990,,Sex,Male,1.10
amateur_radio,1990,,Sex,Female,0.95
home_projects,1950,1989,Sex,Male,1.25
home_projects,1950,1989,Sex,Female,0.90
home_projects,1990,,Sex,Male,1.10
home_projects,1990,,Sex,Female,0.95
role_playing_games,1975,1989,Sex,Male,1.25
role_playing_games,1975,1989,Sex,Female,0.90
role_playing_games,1990,,Sex,Male,1.10
role_playing_games,1990,,Sex,Female,0.95
computer_tinkering,1980,1989,Sex,Male,1.25
computer_tinkering,1980,1989,Sex,Female,0.90
computer_tinkering,1990,,Sex,Male,1.10
computer_tinkering,1990,,Sex,Female,0.95
video_games,1980,1989,Sex,Male,1.25
video_games,1980,1989,Sex,Female,0.90
video_games,1990,,Sex,Male,1.10
video_games,1990,,Sex,Female,0.95
programming,1980,1989,Sex,Male,1.25
programming,1980,1989,Sex,Female,0.90
programming,1990,,Sex,Male,1.10
programming,1990,,Sex,Female,0.95
