TownId,Town,County,Longitude,Latitude,Population,RegionId
town_goldap_goldapski,Gołdap,gołdapski,22.30,54.30,13600,warmia_masuria
town_lezajsk_lezajski,Leżajsk,leżajski,22.43,50.27,13585,subcarpathia
town_darlowo_slawienski,Darłowo,sławieński,16.40,54.42,13574,pomerania
town_slupca_slupecki,Słupca,słupecki,17.88,52.28,13564,greater_poland
town_nidzica_nidzicki,Nidzica,nidzicki,20.42,53.35,13547,warmia_masuria
town_tuchola_tucholski,Tuchola,tucholski,17.85,53.60,13534,kujawy_pomerania
town_czluchow_czluchowski,Człuchów,człuchowski,17.35,53.68,13479,kujawy_pomerania
town_morag_ostrodzki,Morąg,ostródzki,19.93,53.92,13459,warmia_masuria
town_wabrzezno_wabrzeski,Wąbrzeźno,wąbrzeski,18.95,53.28,13400,kujawy_pomerania
town_glucholazy_nyski,Głuchołazy,nyski,17.38,50.32,13388,opole
town_trzebnica_trzebnicki,Trzebnica,trzebnicki,17.07,51.30,13314,lower_silesia
town_radzymin_wolominski,Radzymin,wołomiński,21.18,52.42,13313,masovia
town_chojnow_legnicki,Chojnów,legnicki,15.93,51.28,13236,lower_silesia
town_wlodawa_wlodawski,Włodawa,włodawski,23.55,51.55,12915,lublin
town_wolsztyn_wolsztynski,Wolsztyn,wolsztyński,16.12,52.12,12859,lubusz
town_koluszki_lodzki_wschodni,Koluszki,łódzki wschodni,19.82,51.75,12776,lodz
town_klobuck_klobucki,Kłobuck,kłobucki,18.93,50.92,12756,silesia
town_zlocieniec_drawski,Złocieniec,drawski,16.00,53.53,12706,west_pomerania
town_rabka_zdroj_nowotarski,Rabka-Zdrój,nowotarski,19.95,49.62,12662,lesser_poland
town_pyrzyce_pyrzycki,Pyrzyce,pyrzycki,14.88,53.13,12484,west_pomerania
town_brzeg_dolny_wolowski,Brzeg Dolny,wołowski,16.72,51.27,12480,lower_silesia
town_wegrow_wegrowski,Węgrów,węgrowski,22.02,52.40,12452,masovia
town_glubczyce_glubczycki,Głubczyce,głubczycki,17.83,50.20,12441,opole
town_ozarow_mazowiecki_warszawski_zachodni,Ożarów Mazowiecki,warszawski zachodni,20.80,52.22,12432,masovia
town_sedziszow_malopolski_ropczycko_sedziszowski,Sędziszów Małopolski,ropczycko-sędziszowski,21.70,50.07,12415,subcarpathia
town_golub_dobrzyn_golubsko_dobrzynski,Golub-Dobrzyń,golubsko-dobrzyński,19.05,53.12,12412,kujawy_pomerania
town_strzelin_strzelinski,Strzelin,strzeliński,17.07,50.78,12383,lower_silesia
town_brzeziny_brzezinski,Brzeziny,brzeziński,19.75,51.80,12365,lodz
town_slawno_slawienski,Sławno,sławieński,16.65,54.37,12357,pomerania
town_wolow_wolowski,Wołów,wołowski,16.65,51.35,12298,lower_silesia
town_blonie_warszawski_zachodni,Błonie,warszawski zachodni,20.60,52.20,12134,masovia
town_paslek_elblaski,Pasłęk,elbląski,19.67,54.07,12117,warmia_masuria
town_aleksandrow_kujawski_aleksandrowski,Aleksandrów Kujawski,aleksandrowski,18.70,52.88,12058,kujawy_pomerania
town_gora_kalwaria_piaseczynski,Góra Kalwaria,piaseczyński,21.22,51.98,11988,masovia
town_warka_grojecki,Warka,grójecki,21.20,51.78,11926,masovia
town_dabrowa_tarnowska_dabrowski,Dąbrowa Tarnowska,dąbrowski,20.98,50.18,11844,subcarpathia
town_lubaczow_lubaczowski,Lubaczów,lubaczowski,23.13,50.15,11830,subcarpathia
town_wasilkow_bialostocki,Wasilków,białostocki,23.20,53.20,11802,podlasie
town_janow_lubelski_janowski,Janów Lubelski,janowski,22.42,50.70,11661,lublin
town_mogilno_mogilenski,Mogilno,mogileński,17.95,52.65,11652,kujawy_pomerania
town_gora_gorowski,Góra,górowski,16.55,51.67,11574,lower_silesia
town_szydlowiec_szydlowiecki,Szydłowiec,szydłowiecki,20.85,51.23,11557,swietokrzyskie
town_szprotawa_zaganski,Szprotawa,żagański,15.53,51.57,11530,lubusz
town_miechow_miechowski,Miechów,miechowski,20.03,50.35,11500,lesser_poland
town_drawsko_pomorskie_drawski,Drawsko Pomorskie,drawski,15.80,53.53,11417,west_pomerania
town_zdzieszowice_krapkowicki,Zdzieszowice,krapkowicki,18.12,50.42,11246,opole
town_milicz_milicki,Milicz,milicki,17.28,51.53,11199,lower_silesia
town_krosno_odrzanskie_krosnienski,Krosno Odrzańskie,krośnieński,15.10,52.03,11155,lubusz
town_wegorzewo_wegorzewski,Węgorzewo,węgorzewski,21.75,54.22,11144,warmia_masuria
town_puck_pucki,Puck,pucki,18.40,54.73,11139,pomerania
town_rogozno_obornicki,Rogoźno,obornicki,16.98,52.75,11124,greater_poland
town_brzeszcze_oswiecimski,Brzeszcze,oświęcimski,19.15,49.98,11092,silesia
town_koronowo_bydgoski,Koronowo,bydgoski,17.93,53.32,11070,kujawy_pomerania
town_wronki_szamotulski,Wronki,szamotulski,16.37,52.72,11064,greater_poland
town_mysliborz_mysliborski,Myślibórz,myśliborski,14.85,52.92,11049,west_pomerania
town_wisla_cieszynski,Wisła,cieszyński,18.87,49.65,11007,silesia
town_nowa_deba_tarnobrzeski,Nowa Dęba,tarnobrzeski,21.77,50.43,11006,subcarpathia
town_nowe_miasto_lubawskie_nowomiejski,Nowe Miasto Lubawskie,nowomiejski,19.58,53.43,10709,warmia_masuria
town_kowary_karkonoski,Kowary,karkonoski,15.82,50.80,10650,lower_silesia
town_biskupiec_olsztynski,Biskupiec,olsztyński,20.95,53.87,10628,warmia_masuria
town_parczew_parczewski,Parczew,parczewski,22.92,51.63,10555,lublin
town_ciechocinek_aleksandrowski,Ciechocinek,aleksandrowski,18.78,52.88,10534,kujawy_pomerania
town_pinczow_pinczowski,Pińczów,pińczowski,20.53,50.53,10524,swietokrzyskie
town_miedzychod_miedzychodzki,Międzychód,międzychodzki,15.88,52.60,10476,lubusz
town_czarnkow_czarnkowsko_trzcianecki,Czarnków,czarnkowsko-trzcianecki,16.57,52.90,10464,greater_poland
town_krynica_zdroj_nowosadecki,Krynica-Zdrój,nowosądecki,20.97,49.43,10456,subcarpathia
town_murowana_goslina_poznanski,Murowana Goślina,poznański,17.00,52.57,10410,greater_poland
town_lubawa_ilawski,Lubawa,iławski,19.75,53.50,10374,warmia_masuria
town_sycow_olesnicki,Syców,oleśnicki,17.72,51.30,10340,lower_silesia
town_miastko_bytowski,Miastko,bytowski,16.97,54.00,10211,pomerania
town_kolno_kolnenski,Kolno,kolneński,21.93,53.40,10143,podlasie
town_lobez_lobeski,Łobez,łobeski,15.62,53.63,10048,west_pomerania
town_dobre_miasto_olsztynski,Dobre Miasto,olsztyński,20.40,53.98,10010,warmia_masuria
town_sulecin_sulecinski,Sulęcin,sulęciński,15.12,52.45,10005,lubusz
town_drezdenko_strzelecko_drezdenecki,Drezdenko,strzelecko-drezdenecki,15.82,52.85,9978,greater_poland
town_bukowno_olkuski,Bukowno,olkuski,19.43,50.27,9976,silesia
town_krzeszowice_krakowski,Krzeszowice,krakowski,19.63,50.13,9969,lesser_poland
town_monki_moniecki,Mońki,moniecki,22.80,53.42,9933,podlasie
town_czersk_chojnicki,Czersk,chojnicki,17.97,53.80,9900,pomerania
town_trzebiatow_gryficki,Trzebiatów,gryficki,15.25,54.07,9899,west_pomerania
town_bystrzyca_klodzka_klodzki,Bystrzyca Kłodzka,kłodzki,16.63,50.30,9878,lower_silesia
town_nowy_dwor_gdanski_nowodworski,Nowy Dwór Gdański,nowodworski,19.10,54.22,9862,pomerania
town_strzelce_krajenskie_strzelecko_drezdenecki,Strzelce Krajeńskie,strzelecko-drezdenecki,15.52,52.88,9833,west_pomerania
town_wladyslawowo_pucki,Władysławowo,pucki,18.40,54.80,9830,pomerania
town_karczew_otwocki,Karczew,otwocki,21.25,52.07,9811,masovia
town_glogow_malopolski_rzeszowski,Głogów Małopolski,rzeszowski,21.97,50.15,9800,subcarpathia
town_sztum_sztumski,Sztum,sztumski,19.03,53.93,9798,pomerania
town_wloszczowa_wloszczowski,Włoszczowa,włoszczowski,19.97,50.85,9798,swietokrzyskie
town_kudowa_zdroj_klodzki,Kudowa-Zdrój,kłodzki,16.25,50.45,9772,lower_silesia
town_kostrzyn_poznanski,Kostrzyn,poznański,17.22,52.40,9697,greater_poland
town_szubin_nakielski,Szubin,nakielski,17.75,53.02,9578,kujawy_pomerania
town_makow_mazowiecki_makowski,Maków Mazowiecki,makowski,21.10,52.87,9575,masovia
town_puszczykowo_poznanski,Puszczykowo,poznański,16.83,52.28,9575,greater_poland
town_sroda_slaska_sredzki,Środa Śląska,średzki,16.58,51.15,9562,lower_silesia
town_opalenica_nowotomyski,Opalenica,nowotomyski,16.40,52.32,9545,greater_poland
town_ryki_rycki,Ryki,rycki,21.95,51.62,9531,lublin
town_blachownia_czestochowski,Blachownia,częstochowski,18.97,50.78,9457,silesia
town_skwierzyna_miedzyrzecki,Skwierzyna,międzyrzecki,15.48,52.60,9454,lubusz
town_pobiedziska_poznanski,Pobiedziska,poznański,17.28,52.47,9451,greater_poland
town_olesno_oleski,Olesno,oleski,18.42,50.88,9353,opole
town_kozuchow_nowosolski,Kożuchów,nowosolski,15.60,51.75,9337,lubusz
town_wysokie_mazowieckie_wysokomazowiecki,Wysokie Mazowieckie,wysokomazowiecki,22.50,52.92,9336,podlasie
town_kruszwica_inowroclawski,Kruszwica,inowrocławski,18.32,52.68,9331,kujawy_pomerania
town_imielin_bierunsko_ledzinski,Imielin,bieruńsko-lędziński,19.18,50.13,9269,silesia
town_czarna_bialostocka_bialostocki,Czarna Białostocka,białostocki,23.30,53.30,9198,podlasie
town_oborniki_slaskie_trzebnicki,Oborniki Śląskie,trzebnicki,16.92,51.30,9075,lower_silesia
town_sucha_beskidzka_suski,Sucha Beskidzka,suski,19.48,49.73,9044,lesser_poland
town_stary_sacz_nowosadecki,Stary Sącz,nowosądecki,20.63,49.57,9016,lesser_poland
town_sepolno_krajenskie_sepolenski,Sępólno Krajeńskie,sępoleński,17.53,53.45,9004,kujawy_pomerania
town_poniatowa_opolski,Poniatowa,opolski,22.08,51.20,8980,lublin
town_kolbuszowa_kolbuszowski,Kolbuszowa,kolbuszowski,21.78,50.23,8922,subcarpathia
town_ustrzyki_dolne_bieszczadzki,Ustrzyki Dolne,bieszczadzki,22.60,49.43,8917,subcarpathia
town_chelmek_oswiecimski,Chełmek,oświęcimski,19.23,50.10,8912,silesia
town_wojkowice_bedzinski,Wojkowice,będziński,19.03,50.35,8877,silesia
town_siechnice_wroclawski,Siechnice,wrocławski,17.13,51.02,8851,lower_silesia
town_strzyzow_strzyzowski,Strzyżów,strzyżowski,21.78,49.87,8781,subcarpathia
town_zuromin_zurominski,Żuromin,żuromiński,19.90,53.07,8756,kujawy_pomerania
town_lwowek_slaski_lwowecki,Lwówek Śląski,lwówecki,15.58,51.12,8753,lower_silesia
town_kamien_pomorski_kamienski,Kamień Pomorski,kamieński,14.77,53.97,8677,west_pomerania
town_orneta_lidzbarski,Orneta,lidzbarski,20.13,54.12,8648,warmia_masuria
town_janikowo_inowroclawski,Janikowo,inowrocławski,18.10,52.75,8638,kujawy_pomerania
town_prabuty_kwidzynski,Prabuty,kwidzyński,19.20,53.77,8625,pomerania
town_jastrowie_zlotowski,Jastrowie,złotowski,16.82,53.43,8580,greater_poland
town_kalety_tarnogorski,Kalety,tarnogórski,18.90,50.57,8548,silesia
town_ziebice_zabkowicki,Ziębice,ząbkowicki,17.05,50.62,8531,lower_silesia
town_grodkow_brzeski,Grodków,brzeski,17.38,50.70,8501,opole
town_ozimek_opolski,Ozimek,opolski,18.22,50.68,8480,opole
town_wolbrom_olkuski,Wolbrom,olkuski,19.77,50.38,8480,lesser_poland
town_poreba_zawiercianski,Poręba,zawierciański,19.33,50.48,8461,silesia
town_wieruszow_wieruszowski,Wieruszów,wieruszowski,18.17,51.28,8446,opole
town_opole_lubelskie_opolski,Opole Lubelskie,opolski,21.98,51.15,8320,lublin
town_suchedniow_skarzyski,Suchedniów,skarżyski,20.83,51.05,8248,swietokrzyskie
town_tluszcz_wolominski,Tłuszcz,wołomiński,21.45,52.43,8167,masovia
town_zukowo_kartuski,Żukowo,kartuski,18.35,54.35,8135,pomerania
town_pniewy_szamotulski,Pniewy,szamotulski,16.27,52.52,8084,greater_poland
town_kornik_poznanski,Kórnik,poznański,17.08,52.25,8023,greater_poland
town_polaniec_staszowski,Połaniec,staszowski,21.28,50.43,7988,swietokrzyskie
town_polczyn_zdroj_swidwinski,Połczyn-Zdrój,świdwiński,16.10,53.75,7987,west_pomerania
town_zychlin_kutnowski,Żychlin,kutnowski,19.62,52.25,7964,lodz
town_mszana_dolna_limanowski,Mszana Dolna,limanowski,20.07,49.68,7899,lesser_poland
town_chocianow_polkowicki,Chocianów,polkowicki,15.90,51.42,7773,lubusz
town_witkowo_gnieznienski,Witkowo,gnieźnieński,17.78,52.43,7706,greater_poland
town_zwolen_zwolenski,Zwoleń,zwoleński,21.60,51.37,7660,lublin
town_nasielsk_nowodworski,Nasielsk,nowodworski,20.80,52.60,7650,masovia
town_lidzbark_dzialdowski,Lidzbark,działdowski,19.82,53.27,7635,warmia_masuria
town_trzemeszno_gnieznienski,Trzemeszno,gnieźnieński,17.82,52.57,7606,greater_poland
town_pelplin_tczewski,Pelplin,tczewski,18.70,53.93,7597,pomerania
town_praszka_oleski,Praszka,oleski,18.45,51.05,7515,opole
town_barczewo_olsztynski,Barczewo,olsztyński,20.68,53.83,7509,warmia_masuria
town_olsztynek_olsztynski,Olsztynek,olsztyński,20.28,53.58,7491,warmia_masuria
town_zelow_belchatowski,Zelów,bełchatowski,19.22,51.47,7459,lodz
town_brzozow_brzozowski,Brzozów,brzozowski,22.03,49.70,7425,subcarpathia
town_miasteczko_slaskie_tarnogorski,Miasteczko Śląskie,tarnogórski,18.93,50.50,7418,silesia
town_chojna_gryfinski,Chojna,gryfiński,14.42,52.97,7367,west_pomerania
town_paczkow_nyski,Paczków,nyski,17.02,50.47,7366,opole
town_barcin_zninski,Barcin,żniński,17.95,52.87,7313,kujawy_pomerania
town_poddebice_poddebicki,Poddębice,poddębicki,18.95,51.88,7245,lodz
town_tuszyn_lodzki_wschodni,Tuszyn,łódzki wschodni,19.53,51.60,7237,lodz
town_zbaszyn_nowotomyski,Zbąszyń,nowotomyski,15.92,52.25,7213,lubusz
town_czaplinek_drawski,Czaplinek,drawski,16.23,53.55,7094,west_pomerania
town_gniewkowo_inowroclawski,Gniewkowo,inowrocławski,18.42,52.90,7060,kujawy_pomerania
town_zawadzkie_strzelecki,Zawadzkie,strzelecki,18.48,50.62,7032,opole
town_katy_wroclawskie_wroclawski,Kąty Wrocławskie,wrocławski,16.77,51.03,7028,lower_silesia
town_losice_losicki,Łosice,łosicki,22.72,52.22,7023,podlasie
town_skarszewy_starogardzki,Skarszewy,starogardzki,18.45,54.08,7015,pomerania
town_pieszyce_dzierzoniowski,Pieszyce,dzierżoniowski,16.58,50.72,7012,lower_silesia
town_sobotka_wroclawski,Sobótka,wrocławski,16.75,50.90,6954,lower_silesia
town_slawkow_bedzinski,Sławków,będziński,19.33,50.28,6935,silesia
town_bialobrzegi_bialobrzeski,Białobrzegi,białobrzeski,20.95,51.65,6853,masovia
town_lochow_wegrowski,Łochów,węgrowski,21.70,52.53,6822,masovia
town_gogolin_krapkowicki,Gogolin,krapkowicki,18.03,50.50,6765,opole
town_lazy_zawiercianski,Łazy,zawierciański,19.40,50.43,6744,silesia
town_rudnik_nad_sanem_nizanski,Rudnik nad Sanem,niżański,22.27,50.45,6677,subcarpathia
town_witnica_gorzowski,Witnica,gorzowski,14.88,52.68,6666,lubusz
town_sulkowice_myslenicki,Sułkowice,myślenicki,19.80,49.87,6658,lesser_poland
town_szklarska_poreba_karkonoski,Szklarska Poręba,karkonoski,15.53,50.83,6653,lower_silesia
town_pajeczno_pajeczanski,Pajęczno,pajęczański,19.00,51.15,6651,lodz
town_zarow_swidnicki,Żarów,świdnicki,16.50,50.95,6648,lower_silesia
town_gniew_tczewski,Gniew,tczewski,18.82,53.85,6608,pomerania
town_twardogora_olesnicki,Twardogóra,oleśnicki,17.47,51.37,6597,lower_silesia
town_sianow_koszalinski,Sianów,koszaliński,16.30,54.22,6560,west_pomerania
town_tuchow_tarnowski,Tuchów,tarnowski,21.05,49.90,6510,subcarpathia
town_gryfow_slaski_lwowecki,Gryfów Śląski,lwówecki,15.42,51.03,6509,lower_silesia
town_rzepin_slubicki,Rzepin,słubicki,14.82,52.35,6485,lubusz
town_otmuchow_nyski,Otmuchów,nyski,17.17,50.47,6474,opole
town_zmigrod_trzebnicki,Żmigród,trzebnicki,16.90,51.47,6444,lower_silesia
town_kozmin_wielkopolski_krotoszynski,Koźmin Wielkopolski,krotoszyński,17.45,51.82,6437,greater_poland
town_dobczyce_myslenicki,Dobczyce,myślenicki,20.10,49.88,6425,lesser_poland
town_belzyce_lubelski,Bełżyce,lubelski,22.28,51.17,6399,lublin
town_opatow_opatowski,Opatów,opatowski,21.42,50.82,6374,swietokrzyskie
town_pilawa_gorna_dzierzoniowski,Piława Górna,dzierżoniowski,16.73,50.68,6364,lower_silesia
town_sedziszow_jedrzejowski,Sędziszów,jędrzejowski,20.07,50.58,6359,swietokrzyskie
town_klodawa_kolski,Kłodawa,kolski,18.92,52.25,6355,lodz
town_mszczonow_zyrardowski,Mszczonów,żyrardowski,20.52,51.98,6290,masovia
town_gluszyca_walbrzyski,Głuszyca,wałbrzyski,16.37,50.68,6246,lower_silesia
town_polanica_zdroj_klodzki,Polanica-Zdrój,kłodzki,16.52,50.40,6228,lower_silesia
town_niemodlin_opolski,Niemodlin,opolski,17.62,50.63,6223,opole
town_krzyz_wielkopolski_czarnkowsko_trzcianecki,Krzyż Wielkopolski,czarnkowsko-trzcianecki,16.00,52.88,6147,greater_poland
town_boguchwala_rzeszowski,Boguchwała,rzeszowski,21.95,49.98,6140,subcarpathia
town_sulejow_piotrkowski,Sulejów,piotrkowski,19.87,51.37,6130,lodz
town_piechowice_karkonoski,Piechowice,karkonoski,15.58,50.85,6082,lower_silesia
town_przemkow_polkowicki,Przemków,polkowicki,15.78,51.53,6079,lubusz
town_dynow_rzeszowski,Dynów,rzeszowski,22.23,49.82,6063,subcarpathia
town_grybow_nowosadecki,Grybów,nowosądecki,20.95,49.63,5986,lesser_poland
town_proszowice_proszowicki,Proszowice,proszowicki,20.28,50.20,5977,lesser_poland
town_sierakow_miedzychodzki,Sieraków,międzychodzki,16.08,52.65,5956,greater_poland
town_buk_poznanski,Buk,poznański,16.52,52.37,5948,greater_poland
town_lubawka_kamiennogorski,Lubawka,kamiennogórski,16.00,50.70,5940,lower_silesia
town_choroszcz_bialostocki,Choroszcz,białostocki,22.98,53.15,5926,podlasie
town_steszew_poznanski,Stęszew,poznański,16.68,52.28,5903,greater_poland
town_wiecbork_sepolenski,Więcbork,sępoleński,17.48,53.35,5900,kujawy_pomerania
town_kietrz_glubczycki,Kietrz,głubczycki,18.02,50.08,5874,opole
town_karlino_bialogardzki,Karlino,białogardzki,15.88,54.03,5862,west_pomerania
town_koniecpol_czestochowski,Koniecpol,częstochowski,19.68,50.78,5846,swietokrzyskie
town_czarne_czluchowski,Czarne,człuchowski,16.93,53.70,5830,pomerania
town_piwniczna_zdroj_nowosadecki,Piwniczna-Zdrój,nowosądecki,20.70,49.43,5793,lesser_poland
town_wolczyn_kluczborski,Wołczyn,kluczborski,18.05,51.02,5787,opole
town_makow_podhalanski_suski,Maków Podhalański,suski,19.65,49.73,5769,lesser_poland
town_przysucha_przysuski,Przysucha,przysuski,20.63,51.37,5769,swietokrzyskie
town_piensk_zgorzelecki,Pieńsk,zgorzelecki,15.03,51.25,5767,lubusz
town_wielen_czarnkowsko_trzcianecki,Wieleń,czarnkowsko-trzcianecki,16.17,52.90,5758,greater_poland
town_dzialoszyn_pajeczanski,Działoszyn,pajęczański,18.87,51.12,5746,lodz
town_nowa_sarzyna_lezajski,Nowa Sarzyna,leżajski,22.35,50.33,5740,subcarpathia
town_nowe_swiecki,Nowe,świecki,18.72,53.63,5724,kujawy_pomerania
town_szczyrk_bielski,Szczyrk,bielski,19.03,49.72,5711,silesia
town_lewin_brzeski_brzeski,Lewin Brzeski,brzeski,17.62,50.75,5696,opole
town_jedlicze_krosnienski,Jedlicze,krośnieński,21.63,49.72,5658,subcarpathia
town_szczawnica_nowotarski,Szczawnica,nowotarski,20.47,49.43,5655,lesser_poland
town_pakosc_inowroclawski,Pakość,inowrocławski,18.08,52.80,5624,kujawy_pomerania
town_smigiel_koscianski,Śmigiel,kościański,16.53,52.02,5621,greater_poland
town_stronie_slaskie_klodzki,Stronie Śląskie,kłodzki,16.87,50.30,5616,opole
town_strzelno_mogilenski,Strzelno,mogileński,18.17,52.63,5589,kujawy_pomerania
town_staporkow_konecki,Stąporków,konecki,20.55,51.15,5569,swietokrzyskie
town_glogowek_prudnicki,Głogówek,prudnicki,17.85,50.35,5563,opole
town_siewierz_bedzinski,Siewierz,będziński,19.23,50.47,5544,silesia
town_szczawno_zdroj_walbrzyski,Szczawno-Zdrój,wałbrzyski,16.27,50.82,5534,lower_silesia
town_susz_ilawski,Susz,iławski,19.35,53.72,5529,warmia_masuria
town_orzysz_piski,Orzysz,piski,21.95,53.80,5526,warmia_masuria
town_scinawa_lubinski,Ścinawa,lubiński,16.43,51.42,5526,lower_silesia
town_radziejow_radziejowski,Radziejów,radziejowski,18.52,52.63,5499,kujawy_pomerania
town_ladek_zdroj_klodzki,Lądek-Zdrój,kłodzki,16.87,50.35,5466,opole
town_terespol_bialski,Terespol,bialski,23.62,52.08,5457,lublin
town_kazimierza_wielka_kazimierski,Kazimierza Wielka,kazimierski,20.48,50.27,5429,lesser_poland
town_lesko_leski,Lesko,leski,22.33,49.47,5406,subcarpathia
town_dabrowa_bialostocka_sokolski,Dąbrowa Białostocka,sokólski,23.35,53.65,5402,podlasie
town_lipsko_lipski,Lipsko,lipski,21.67,51.15,5377,lublin
town_dzierzgon_sztumski,Dzierzgoń,sztumski,19.35,53.93,5320,pomerania
town_miedzyzdroje_kamienski,Międzyzdroje,kamieński,14.43,53.93,5307,west_pomerania
town_kuznia_raciborska_raciborski,Kuźnia Raciborska,raciborski,18.33,50.20,5230,silesia
town_brusy_chojnicki,Brusy,chojnicki,17.73,53.88,5221,pomerania
town_radymno_jaroslawski,Radymno,jarosławski,22.83,49.95,5214,subcarpathia
town_sejny_sejnenski,Sejny,sejneński,23.35,54.10,5159,podlasie
town_jordanow_suski,Jordanów,suski,19.83,49.65,5152,lesser_poland
town_wyrzysk_pilski,Wyrzysk,pilski,17.27,53.15,5131,greater_poland
town_jaworzyna_slaska_swidnicki,Jaworzyna Śląska,świdnicki,16.43,50.92,5118,lower_silesia
town_odolanow_ostrowski,Odolanów,ostrowski,17.67,51.57,5114,lower_silesia
town_zagorz_sanocki,Zagórz,sanocki,22.27,49.52,5093,subcarpathia
town_nowogrod_bobrzanski_zielonogorski,Nowogród Bobrzański,zielonogórski,16.25,51.80,5060,lubusz
town_borne_sulinowo_szczecinecki,Borne Sulinowo,szczecinecki,16.53,53.57,5052,west_pomerania
town_szczytna_klodzki,Szczytna,kłodzki,16.43,50.42,5044,lower_silesia
town_debrzno_czluchowski,Debrzno,człuchowski,17.23,53.55,5020,kujawy_pomerania
town_zbaszynek_swiebodzinski,Zbąszynek,świebodziński,15.82,52.25,4997,lubusz
town_szczebrzeszyn_zamojski,Szczebrzeszyn,zamojski,22.98,50.70,4962,lublin
town_pilzno_debicki,Pilzno,dębicki,21.28,49.98,4958,subcarpathia
town_czempin_koscianski,Czempiń,kościański,16.75,52.13,4932,greater_poland
town_bolkow_jaworski,Bolków,jaworski,16.10,50.92,4913,lower_silesia
town_bychawa_lubelski,Bychawa,lubelski,22.55,51.02,4814,lublin
town_bierutow_olesnicki,Bierutów,oleśnicki,17.55,51.12,4809,lower_silesia
town_laskarzew_garwolinski,Łaskarzew,garwoliński,21.62,51.80,4809,masovia
town_jedlina_zdroj_walbrzyski,Jedlina-Zdrój,wałbrzyski,16.35,50.72,4789,lower_silesia
town_nowe_skalmierzyce_ostrowski,Nowe Skalmierzyce,ostrowski,18.00,51.72,4744,lower_silesia
town_wolin_kamienski,Wolin,kamieński,14.52,53.83,4739,west_pomerania
town_muszyna_nowosadecki,Muszyna,nowosądecki,20.92,49.35,4737,lesser_poland
town_serock_legionowski,Serock,legionowski,21.07,52.52,4658,masovia
town_ilza_radomski,Iłża,radomski,21.25,51.17,4642,swietokrzyskie
town_ciechanowiec_wysokomazowiecki,Ciechanowiec,wysokomazowiecki,22.50,52.68,4587,podlasie
town_suprasl_bialostocki,Supraśl,białostocki,23.33,53.22,4582,podlasie
town_pilawa_garwolinski,Pilawa,garwoliński,21.53,51.95,4564,masovia
town_brzesc_kujawski_wloclawski,Brześć Kujawski,włocławski,18.88,52.62,4563,kujawy_pomerania
town_biecz_gorlicki,Biecz,gorlicki,21.27,49.73,4549,subcarpathia
town_zarki_myszkowski,Żarki,myszkowski,19.37,50.63,4538,silesia
town_reszel_ketrzynski,Reszel,kętrzyński,21.15,54.05,4535,warmia_masuria
town_kcynia_nakielski,Kcynia,nakielski,17.48,52.98,4515,greater_poland
town_labiszyn_zninski,Łabiszyn,żniński,17.92,52.95,4501,kujawy_pomerania
town_karpacz_karkonoski,Karpacz,karkonoski,15.73,50.78,4487,lower_silesia
town_budzyn_chodzieski,Budzyń,chodzieski,16.98,52.90,4475,greater_poland
town_kalwaria_zebrzydowska_wadowicki,Kalwaria Zebrzydowska,wadowicki,19.67,49.88,4469,lesser_poland
town_kamieniec_zabkowicki_zabkowicki,Kamieniec Ząbkowicki,ząbkowicki,16.87,50.53,4467,lower_silesia
town_skoki_wagrowiecki,Skoki,wągrowiecki,17.15,52.67,4462,greater_poland
town_ozarow_opatowski,Ożarów,opatowski,21.67,50.88,4451,swietokrzyskie
town_golina_koninski,Golina,koniński,18.10,52.25,4450,greater_poland
town_zduny_krotoszynski,Zduny,krotoszyński,17.37,51.63,4445,lower_silesia
town_ruciane_nida_piski,Ruciane-Nida,piski,21.57,53.65,4434,warmia_masuria
town_duszniki_zdroj_klodzki,Duszniki-Zdrój,kłodzki,16.38,50.40,4422,lower_silesia
town_checiny_kielecki,Chęciny,kielecki,20.45,50.80,4394,swietokrzyskie
town_piotrkow_kujawski_radziejowski,Piotrków Kujawski,radziejowski,18.50,52.55,4392,kujawy_pomerania
town_lesna_lubanski,Leśna,lubański,15.27,51.02,4391,lubusz
town_raciaz_plonski,Raciąż,płoński,20.12,52.78,4390,masovia
town_kalisz_pomorski_drawski,Kalisz Pomorski,drawski,15.90,53.28,4363,west_pomerania
town_krzepice_klobucki,Krzepice,kłobucki,18.73,50.97,4361,opole
town_krobia_gostynski,Krobia,gostyński,16.98,51.78,4338,greater_poland
town_rejowiec_fabryczny_chelmski,Rejowiec Fabryczny,chełmski,23.27,51.12,4328,lublin
town_olszyna_lubanski,Olszyna,lubański,15.37,51.07,4325,lubusz
town_skaryszew_radomski,Skaryszew,radomski,21.25,51.32,4310,swietokrzyskie
town_mrocza_nakielski,Mrocza,nakielski,17.60,53.25,4298,kujawy_pomerania
town_wozniki_lubliniecki,Woźniki,lubliniecki,19.07,50.58,4298,silesia
town_slomniki_krakowski,Słomniki,krakowski,20.08,50.25,4293,lesser_poland
town_slawa_wschowski,Sława,wschowski,16.07,51.88,4268,lubusz
town_nowogrodziec_boleslawiecki,Nowogrodziec,bolesławiecki,15.38,51.20,4263,lubusz
town_krosniewice_kutnowski,Krośniewice,kutnowski,19.17,52.27,4258,lodz
town_bytom_odrzanski_nowosolski,Bytom Odrzański,nowosolski,15.83,51.73,4244,lubusz
town_ogrodzieniec_zawiercianski,Ogrodzieniec,zawierciański,19.52,50.45,4243,silesia
